table_row,ordering_cd,st_country_cd,us_or_foreign,state_country_of_origin,assignee_name,CY_2010,CY_2011,CY_2012,CY_2013,CY_2014,CY_ALL
14115,189,CAX,(Foreign),CANADA,TELEFLEX CANADA INCORPORATED,3,6,0,1,0,10
14116,189,CAX,(Foreign),CANADA,TRANZYME PHARMA INC.,0,2,3,5,0,10
14117,189,CAX,(Foreign),CANADA,VICTHOM HUMAN BIONICS INC.,3,2,4,1,0,10
14118,189,CAX,(Foreign),CANADA,VISUALSONICS INC.,3,2,4,1,0,10
14119,189,CAX,(Foreign),CANADA,WEATHERFORD CANADA PARTNERSHIP,1,4,2,0,3,10
14120,189,CAX,(Foreign),CANADA,XACT DOWNHOLE TELEMETRY INC.,2,3,1,2,2,10
14121,189,CAX,(Foreign),CANADA,"YAHOO, INC.",3,3,2,2,0,10
14122,189,CAX,(Foreign),CANADA,AMORFIX LIFE SCIENCES LTD,2,3,0,1,3,9
14123,189,CAX,(Foreign),CANADA,"ARC'TERYX EQUIPMENT, INC.",3,0,1,1,4,9
14124,189,CAX,(Foreign),CANADA,"ATEN INTERNATIONAL CO., LTD.",1,1,3,3,1,9
14125,189,CAX,(Foreign),CANADA,AVAYA CANADA CORP.,4,2,1,1,1,9
14126,189,CAX,(Foreign),CANADA,"BIOLARGO LIFE TECHNOLOGIES, INC.",0,2,2,1,4,9
14127,189,CAX,(Foreign),CANADA,"C. G. AIR SYSTEMES, INC",3,0,4,0,2,9
14128,189,CAX,(Foreign),CANADA,"CADENCE DESIGN SYSTEMS, INC.",2,2,4,1,0,9
14129,189,CAX,(Foreign),CANADA,CALGARY SCIENTIFIC INC.,0,3,2,2,2,9
14130,189,CAX,(Foreign),CANADA,CANRIG DRILLING TECHNOLOGY LTD.,1,5,1,2,0,9
14131,189,CAX,(Foreign),CANADA,CRANE CANADA CO.,2,1,4,2,0,9
14132,189,CAX,(Foreign),CANADA,CUBE INVESTMENTS LIMITED,3,2,2,1,1,9
14133,189,CAX,(Foreign),CANADA,EMPIRE TECHNOLOGY DEVELOPMENT LLC,0,0,0,5,4,9
14134,189,CAX,(Foreign),CANADA,EVOLUTION TECHNOLOGIES INC.,0,1,2,5,1,9
14135,189,CAX,(Foreign),CANADA,GENNUM CORPORATION,3,2,3,1,0,9
14136,189,CAX,(Foreign),CANADA,IFIRE IP CORPORATION,5,1,2,1,0,9
14137,189,CAX,(Foreign),CANADA,IMAX CORPORATION,1,1,1,3,3,9
14138,189,CAX,(Foreign),CANADA,"INTEGRATED DEVICE TECHNOLOGY, INC.",3,1,1,2,2,9
14139,189,CAX,(Foreign),CANADA,INTELLIGENT HOSPITAL SYSTEMS LTD.,1,2,4,2,0,9
14140,189,CAX,(Foreign),CANADA,IRDETO CANADA CORPORATION,0,3,1,3,2,9
14141,189,CAX,(Foreign),CANADA,KANGAROO MEDIA INC.,0,4,0,4,1,9
14142,189,CAX,(Foreign),CANADA,LABTRONIX CONCEPT INC.,1,4,2,2,0,9
14143,189,CAX,(Foreign),CANADA,LED ROADWAY LIGHTING LTD.,0,0,2,3,4,9
14144,189,CAX,(Foreign),CANADA,MAYA-SYSTEMS INC.,1,4,4,0,0,9
14145,189,CAX,(Foreign),CANADA,NANMA MANUFACTURING COMPANY LIMITED,4,2,3,0,0,9
14146,189,CAX,(Foreign),CANADA,ONE PASS IMPLEMENTS INC.,2,0,4,2,1,9
14147,189,CAX,(Foreign),CANADA,OTTAWA HOSPITAL RESEARCH INSTITUTE,1,1,2,4,1,9
14148,189,CAX,(Foreign),CANADA,RESMED LIMITED,0,7,1,0,1,9
14149,189,CAX,(Foreign),CANADA,RIOTINTO ALCAN INTERNATIONAL LIMITED,0,3,4,1,1,9
14150,189,CAX,(Foreign),CANADA,SALFLEX POLYMERS LTD.,1,2,1,3,2,9
14151,189,CAX,(Foreign),CANADA,"SAMSUNG ELECTRONICS CO., LTD.",0,1,1,0,7,9
14152,189,CAX,(Foreign),CANADA,"SIEMENS ENERGY, INC.",1,0,2,4,2,9
14153,189,CAX,(Foreign),CANADA,STEM CELL THERAPEUTICS INC.,2,2,3,2,0,9
14154,189,CAX,(Foreign),CANADA,STREAM-FLO INDUSTRIES LTD.,2,3,1,1,2,9
14155,189,CAX,(Foreign),CANADA,SYNCHRONICA PLC,0,1,4,1,3,9
14156,189,CAX,(Foreign),CANADA,SYNGENTA PARTICIPATIONS AG,2,1,1,3,2,9
14157,189,CAX,(Foreign),CANADA,THALES CANADA INC.,0,0,2,3,4,9
14158,189,CAX,(Foreign),CANADA,"TITUS, INC.",0,2,3,2,2,9
14159,189,CAX,(Foreign),CANADA,"TRILLIANT NETWORKS, INC.",0,0,4,2,3,9
14160,189,CAX,(Foreign),CANADA,"WATCHGUARD TECHNOLOGIES, INC.",0,2,3,4,0,9
14161,189,CAX,(Foreign),CANADA,WHITEWATER WEST INDUSTRIES LTD.,2,1,2,1,3,9
14162,189,CAX,(Foreign),CANADA,2236008 ONTARIO INC.,0,0,0,0,8,8
14163,189,CAX,(Foreign),CANADA,"ABBOTT CARDIOVASCULAR SYSTEMS, INC.",2,3,2,0,1,8
14164,189,CAX,(Foreign),CANADA,ANTIBE THERAPEUTICS INC.,2,2,3,1,0,8
14165,189,CAX,(Foreign),CANADA,ARCHER-DANIELS-MIDLAND COMPANY,0,2,1,3,2,8
14166,189,CAX,(Foreign),CANADA,BOURGAULT INDUSTRIES LTD.,1,3,1,1,2,8
14167,189,CAX,(Foreign),CANADA,CAR-BER INVESTMENTS INC,5,2,0,1,0,8
14168,189,CAX,(Foreign),CANADA,COOPER TECHNOLOGIES COMPANY,0,1,2,2,3,8
14169,189,CAX,(Foreign),CANADA,COREL CORPORATION,2,1,2,2,1,8
14170,189,CAX,(Foreign),CANADA,"CRITICAL OUTCOME TECHNOLOGIES, INC.",0,1,1,4,2,8
14171,189,CAX,(Foreign),CANADA,CRYSTAL SPRING COLONY FARMS LTD.,2,4,1,1,0,8
14172,189,CAX,(Foreign),CANADA,DEB WORLDWIDE HEALTHCARE INC.,1,0,3,1,3,8
14173,189,CAX,(Foreign),CANADA,"DISNEY ENTERPRISES, INC.",0,0,4,1,3,8
14174,189,CAX,(Foreign),CANADA,DOBEN LIMITED,2,1,3,0,2,8
14175,189,CAX,(Foreign),CANADA,DUOJECT MEDICAL SYSTEMS INC.,2,0,3,1,2,8
14176,189,CAX,(Foreign),CANADA,"EARTHRENEW, INC.",2,4,1,1,0,8
14177,189,CAX,(Foreign),CANADA,"EDGEWATER COMPUTER SYSTEMS, INC.",3,3,0,2,0,8
14178,189,CAX,(Foreign),CANADA,EMERGIS INC.,1,0,2,2,3,8
14179,189,CAX,(Foreign),CANADA,ENCANA CORPORATION,0,2,3,2,1,8
14180,189,CAX,(Foreign),CANADA,"ENTRUST, INC.",2,1,2,2,1,8
14181,189,CAX,(Foreign),CANADA,"ETHICON, INC.",0,0,1,1,6,8
14182,189,CAX,(Foreign),CANADA,GECKO ALLIANCE GROUP INC.,2,1,2,1,2,8
14183,189,CAX,(Foreign),CANADA,"GERE DEV. APPLICATIONS, LLC",0,0,2,1,5,8
14184,189,CAX,(Foreign),CANADA,HOFFMANN-LA ROCHE INC.,0,5,2,1,0,8
14185,189,CAX,(Foreign),CANADA,ICRON TECHNOLOGIES CORPORATION,1,0,0,3,4,8
14186,189,CAX,(Foreign),CANADA,ID BIOMEDICAL CORPORATION,6,2,0,0,0,8
14187,189,CAX,(Foreign),CANADA,IONICS MASS SPECTROMETRY GROUP INC.,3,4,0,1,0,8
14188,189,CAX,(Foreign),CANADA,IPEX TECHNOLOGIES INC.,0,0,2,3,3,8
14189,189,CAX,(Foreign),CANADA,"KALEIDESCAPE, INC.",1,1,3,1,2,8
14190,189,CAX,(Foreign),CANADA,LIQUI-BOX CORPORATION,1,0,4,3,0,8
14191,189,CAX,(Foreign),CANADA,LIQUID COMPUTING CORPORATION,4,2,2,0,0,8
14192,189,CAX,(Foreign),CANADA,MOREGA SYSTEMS INC.,0,0,0,2,6,8
14193,189,CAX,(Foreign),CANADA,NEURAXON INC.,0,3,2,2,1,8
14194,189,CAX,(Foreign),CANADA,NOVARTIS AG (FORMERLY SANDOZ LTD.),5,2,1,0,0,8
14195,189,CAX,(Foreign),CANADA,OCEAN NUTRITION CANADA LIMITED,3,2,2,1,0,8
14196,189,CAX,(Foreign),CANADA,"PROMETIC BIOSCIENCES, INC.",3,2,1,1,1,8
14197,189,CAX,(Foreign),CANADA,RESVERLOGIX CORPORATION,1,1,4,1,1,8
14198,189,CAX,(Foreign),CANADA,"SKYWORKS SOLUTIONS, INC.",1,2,1,2,2,8
14199,189,CAX,(Foreign),CANADA,STERIS INC.,2,3,1,1,1,8
14200,189,CAX,(Foreign),CANADA,TECH 4 KIDS INC.,0,0,0,4,4,8
14201,189,CAX,(Foreign),CANADA,TERAXION INC.,1,0,1,2,4,8
14202,189,CAX,(Foreign),CANADA,TYCO ELECTRONICS CANADA LTD,2,2,1,3,0,8
14203,189,CAX,(Foreign),CANADA,VICTAULIC COMPANY OF AMERICA,2,2,0,2,2,8
14204,189,CAX,(Foreign),CANADA,"WIND RIVER SYSTEMS, INC.",1,1,0,4,2,8
14205,189,CAX,(Foreign),CANADA,XTREME DRILLING AND COIL SERVICES CORP.,0,0,2,3,3,8
14206,189,CAX,(Foreign),CANADA,"ADVANCED NEUROMODULATION SYSTEMS, INC.",1,0,3,2,1,7
14207,189,CAX,(Foreign),CANADA,AEGERA THERAPEUTICS INC.,7,0,0,0,0,7
14208,189,CAX,(Foreign),CANADA,ALCATEL-LUCENT USA INC.,5,2,0,0,0,7
14209,189,CAX,(Foreign),CANADA,ALPA LUMBER INC.,2,2,0,2,1,7
14210,189,CAX,(Foreign),CANADA,AMCOR LTD.,0,2,0,2,3,7
14211,189,CAX,(Foreign),CANADA,"ANGIOCHEM, INC.",0,1,0,1,5,7
14212,189,CAX,(Foreign),CANADA,ANGSTROM POWER INC.,2,5,0,0,0,7
14213,189,CAX,(Foreign),CANADA,ARCHON TECHNOLOGIES LTD.,1,2,1,2,1,7
14214,189,CAX,(Foreign),CANADA,ARKALUMEN INC.,0,0,1,3,3,7
14215,189,CAX,(Foreign),CANADA,"BAYLIS MEDICAL COMPANY, INC.",1,1,3,0,2,7
14216,189,CAX,(Foreign),CANADA,BIORIGINAL FOOD &  SCIENCE CORP.,1,3,2,0,1,7
14217,189,CAX,(Foreign),CANADA,CANLYTE INC.,5,2,0,0,0,7
14218,189,CAX,(Foreign),CANADA,CASCADES CANADA INC.,1,2,1,0,3,7
14219,189,CAX,(Foreign),CANADA,CORONEO INC.,0,2,2,2,1,7
14220,189,CAX,(Foreign),CANADA,COVALON TECHNOLOGIES INC.,0,0,0,2,5,7
14221,189,CAX,(Foreign),CANADA,COVIDIEN LP,0,0,0,7,0,7
14222,189,CAX,(Foreign),CANADA,CYRIUM TECHNOLOGIES INCORPORATED,0,3,2,2,0,7
14223,189,CAX,(Foreign),CANADA,"DELPHAX TECHNOLOGIES, INC.",0,0,1,1,5,7
14224,189,CAX,(Foreign),CANADA,DISPENSING DYNAMICS INTERNATIONAL LTD,0,5,1,1,0,7
14225,189,CAX,(Foreign),CANADA,ECHARGE CORPORATION,2,5,0,0,0,7
14226,189,CAX,(Foreign),CANADA,"EX-TAR TECHNOLOGIES, INC.",1,1,0,3,2,7
14227,189,CAX,(Foreign),CANADA,"FLEXTRONICS AP, LLC",0,1,0,0,6,7
14228,189,CAX,(Foreign),CANADA,FLUOR TECHNOLOGIES CORPORATION,2,0,1,1,3,7
14229,189,CAX,(Foreign),CANADA,"GENESIS FINANCIAL PRODUCTS, INC.",1,2,2,1,1,7
14230,189,CAX,(Foreign),CANADA,"GILEAD SCIENCES, INC.",0,0,1,3,3,7
14231,189,CAX,(Foreign),CANADA,"HILTAP FITTINGS, LTD.",1,3,2,0,1,7
14232,189,CAX,(Foreign),CANADA,ID BIOMEDICAL CORPORATION OF QUEBEC,0,0,4,1,2,7
14233,189,CAX,(Foreign),CANADA,INSCAPE CORPORATION,2,1,1,2,1,7
14234,189,CAX,(Foreign),CANADA,"INTERTEC SYSTEMS, LLC",1,4,1,0,1,7
14235,189,CAX,(Foreign),CANADA,KANATA CHEMICAL TECHNOLOGIES INC.,2,0,2,1,2,7
14236,189,CAX,(Foreign),CANADA,KING ABDULAZIZ CITY FOR SCIENCE AND TECHNOLOGY (KACST),0,0,1,3,3,7
14237,189,CAX,(Foreign),CANADA,L'EQUIPE FABCONCEPT INC.,0,0,1,3,3,7
14238,189,CAX,(Foreign),CANADA,"LG-ERICSSON CO., LTD.",0,1,5,1,0,7
14239,189,CAX,(Foreign),CANADA,LOGITECH EUROPE S.A.,0,0,1,2,4,7
14240,189,CAX,(Foreign),CANADA,"LONGYEAR TM, INC.",0,5,2,0,0,7
14241,189,CAX,(Foreign),CANADA,M & C CORPORATION,1,0,2,3,1,7
14242,189,CAX,(Foreign),CANADA,MAGOR COMMUNICATIONS CORPORATION,0,1,2,3,1,7
14243,189,CAX,(Foreign),CANADA,MASIMO CORPORATION,0,1,0,0,6,7
14244,189,CAX,(Foreign),CANADA,MAXXMAR INC,0,0,1,4,2,7
14245,189,CAX,(Foreign),CANADA,"MCAFEE, INC.",1,0,2,2,2,7
14246,189,CAX,(Foreign),CANADA,MCCOY CORPORATION,1,0,3,3,0,7
14247,189,CAX,(Foreign),CANADA,MECANIQUE ANALYTIQUE INC.,0,1,1,2,3,7
14248,189,CAX,(Foreign),CANADA,MEGA BRANDS INTERNATIONAL,0,1,4,2,0,7
14249,189,CAX,(Foreign),CANADA,MERCK FROSST CANADA LTD.,4,3,0,0,0,7
14250,189,CAX,(Foreign),CANADA,MERCK SHARP & DOHME CORP.,0,1,2,3,1,7
14251,189,CAX,(Foreign),CANADA,MESSIER-DOWTY INC.,0,0,4,2,1,7
14252,189,CAX,(Foreign),CANADA,NAUTEL LIMITED,0,2,3,2,0,7
14253,189,CAX,(Foreign),CANADA,"NETGEAR, INC.",0,0,0,2,5,7
14254,189,CAX,(Foreign),CANADA,"NORWOOD INDUSTRIES, INC.",1,0,4,1,1,7
14255,189,CAX,(Foreign),CANADA,NOVADAQ TECHNOLOGIES INC.,1,0,1,3,2,7
14256,189,CAX,(Foreign),CANADA,NVIDIA CORPORATION,1,1,1,0,4,7
14257,189,CAX,(Foreign),CANADA,OCULUS INFO INC.,2,2,2,1,0,7
14258,189,CAX,(Foreign),CANADA,OLSONET COMMUNICATIONS CORPORATION,2,2,0,2,1,7
14259,189,CAX,(Foreign),CANADA,OPEN TEXT S.A.,0,0,1,2,4,7
14260,189,CAX,(Foreign),CANADA,PLASCO ENERGY GROUP INC.,0,1,2,3,1,7
14261,189,CAX,(Foreign),CANADA,"POLYCORP, LTD.",0,0,4,1,2,7
14262,189,CAX,(Foreign),CANADA,PYNG MEDICAL CORP.,0,0,2,4,1,7
14263,189,CAX,(Foreign),CANADA,RAILDECKS (2009) INC.,0,0,1,3,3,7
14264,189,CAX,(Foreign),CANADA,REAL D,3,1,1,1,1,7
14265,189,CAX,(Foreign),CANADA,ROLLS-ROYCE POWER ENGINEERING PLC,3,1,2,0,1,7
14266,189,CAX,(Foreign),CANADA,SALFORD FARM MACHINERY LTD.,1,0,4,2,0,7
14267,189,CAX,(Foreign),CANADA,SHAWCOR LTD.,1,2,0,2,2,7
14268,189,CAX,(Foreign),CANADA,"SIGMA DESIGNS, INC.",0,2,3,0,2,7
14269,189,CAX,(Foreign),CANADA,SPIELO MANUFACTURING ULC,0,2,4,1,0,7
14270,189,CAX,(Foreign),CANADA,STMICROELECTRONICS (CANADA) INC.,0,0,0,1,6,7
14271,189,CAX,(Foreign),CANADA,"SYNERGY DISC REPLACEMENT, INC.",0,2,3,1,1,7
14272,189,CAX,(Foreign),CANADA,"TRIMBLE NAVIGATION, LTD.",1,2,1,2,1,7
14273,189,CAX,(Foreign),CANADA,"TVWORKS, LLC",2,3,1,0,1,7
14274,189,CAX,(Foreign),CANADA,UNIVERSITY OF VICTORIA INNOVATION & DEVELOPMENT CORP.,5,2,0,0,0,7
14275,189,CAX,(Foreign),CANADA,VIVENTIA BIOTECHNOLOGIES INC.,0,2,3,2,0,7
14276,189,CAX,(Foreign),CANADA,"XEBEC ADSORPTION, INC.",6,1,0,0,0,7
14277,189,CAX,(Foreign),CANADA,ZARBANA DIGITAL FUND LLC,0,3,4,0,0,7
14278,189,CAX,(Foreign),CANADA,ZARLINK SEMICONDUCTOR INC.,3,4,0,0,0,7
14279,189,CAX,(Foreign),CANADA,9224-5489 QUEBEC INC.,0,0,0,2,4,6
14280,189,CAX,(Foreign),CANADA,ACEP INC.,1,1,2,2,0,6
14281,189,CAX,(Foreign),CANADA,"ACTIVCARD IRELAND, LIMITED",0,2,3,0,1,6
14282,189,CAX,(Foreign),CANADA,"AIR PRODUCTS AND CHEMICALS, INC.",0,0,3,2,1,6
14283,189,CAX,(Foreign),CANADA,ALPHORA RESEARCH INC.,1,2,1,1,1,6
14284,189,CAX,(Foreign),CANADA,"ANALOG DEVICES, INC.",0,1,1,3,1,6
14285,189,CAX,(Foreign),CANADA,"ASTENJOHNSON, INC.",2,1,1,2,0,6
14286,189,CAX,(Foreign),CANADA,ATHENA AUTOMATION LTD.,0,0,4,1,1,6
14287,189,CAX,(Foreign),CANADA,"BARRDAY, INC.",1,2,1,1,1,6
14288,189,CAX,(Foreign),CANADA,"BELL AND HOWELL, LLC",0,1,2,2,1,6
14289,189,CAX,(Foreign),CANADA,"BLUE COAT SYSTEMS, INC.",1,0,2,1,2,6
14290,189,CAX,(Foreign),CANADA,CALFRAC WELL SERVICES LTD.,2,0,1,2,1,6
14291,189,CAX,(Foreign),CANADA,CAMOPLAST SOLIDEAL INC.,0,1,1,1,3,6
14292,189,CAX,(Foreign),CANADA,CANADIAN SPACE AGENCY/AGENCE SPATIALE CANADIENNE,2,0,1,1,2,6
14293,189,CAX,(Foreign),CANADA,CARMANAH TECHNOLOGIES CORPORATION,0,0,1,3,2,6
14294,189,CAX,(Foreign),CANADA,"CHATHAM BIOTEC, LIMITED",1,2,2,1,0,6
14295,189,CAX,(Foreign),CANADA,CHRYSLER GROUP LLC,4,1,1,0,0,6
14296,189,CAX,(Foreign),CANADA,CIRBA INC.,2,1,1,0,2,6
14297,189,CAX,(Foreign),CANADA,CIRCADENCE CORPORATION,0,2,0,3,1,6
14298,189,CAX,(Foreign),CANADA,CONTINENTAL AUTOMOTIVE CANADA INC.,5,1,0,0,0,6
14299,189,CAX,(Foreign),CANADA,COOLIT SYSTEMS INC.,1,1,1,1,2,6
14300,189,CAX,(Foreign),CANADA,CREAFORM INC.,0,3,2,0,1,6
14301,189,CAX,(Foreign),CANADA,CRYPTOLOGIC INC.,3,1,1,1,0,6
14302,189,CAX,(Foreign),CANADA,"DEVELOPMENTAL TECHNOLOGIES, LLC",2,2,1,1,0,6
14303,189,CAX,(Foreign),CANADA,DIMPLEX NORTH AMERICA LIMITED,2,1,1,2,0,6
14304,189,CAX,(Foreign),CANADA,DRAGONWAVE INC.,0,0,1,5,0,6
14305,189,CAX,(Foreign),CANADA,E. H. PRICE LIMITED,4,0,1,1,0,6
14306,189,CAX,(Foreign),CANADA,ECHOWORX CORPORATION,0,2,1,2,1,6
14307,189,CAX,(Foreign),CANADA,ELECTRONIC ARTS INC.,0,3,0,1,2,6
14308,189,CAX,(Foreign),CANADA,"ENERKEM, INC.",0,1,2,1,2,6
14309,189,CAX,(Foreign),CANADA,EPOCAL INC.,4,0,1,1,0,6
14310,189,CAX,(Foreign),CANADA,"ESI-PYROPHOTONICS LASERS, INC.",0,0,1,0,5,6
14311,189,CAX,(Foreign),CANADA,"ETHYPHARM, SA",3,0,0,1,2,6
14312,189,CAX,(Foreign),CANADA,FUNCTIONAL NEUROMODULATION INC.,0,1,0,4,1,6
14313,189,CAX,(Foreign),CANADA,GARMIN SWITZERLAND GMBH,1,3,1,0,1,6
14314,189,CAX,(Foreign),CANADA,GENIA PHOTONICS INC.,0,2,0,0,4,6
14315,189,CAX,(Foreign),CANADA,GEO SEMICONDUCTOR INC.,1,1,0,3,1,6
14316,189,CAX,(Foreign),CANADA,"GESTURETEK, INC.",4,2,0,0,0,6
14317,189,CAX,(Foreign),CANADA,GUARDIAN INDUSTRIES CORP.,0,2,1,2,1,6
14318,189,CAX,(Foreign),CANADA,"HANVISION CO., LTD.",1,2,2,0,1,6
14319,189,CAX,(Foreign),CANADA,"HM ATTRACTIONS, INC.",0,2,2,0,2,6
14320,189,CAX,(Foreign),CANADA,HYDROGENICS CORPORATION,0,1,1,3,1,6
14321,189,CAX,(Foreign),CANADA,INETCO SYSTEMS LIMITED,0,0,2,2,2,6
14322,189,CAX,(Foreign),CANADA,"INNOVATIVE SURGICAL SOLUTIONS, L.L.C.",0,0,0,3,3,6
14323,189,CAX,(Foreign),CANADA,INSTITUT DE CARDIOLOGIE DE MONTREAL,0,3,0,2,1,6
14324,189,CAX,(Foreign),CANADA,INTIER AUTOMOTIVE CLOSURES INC.,0,4,1,0,1,6
14325,189,CAX,(Foreign),CANADA,J. J. MACKAY CANADA LIMITED,0,0,2,1,3,6
14326,189,CAX,(Foreign),CANADA,MAC & MAC HYDRODEMOLITION INC.,0,1,2,1,2,6
14327,189,CAX,(Foreign),CANADA,"MAC TRAILER MANUFACTURING, INC.",2,2,2,0,0,6
14328,189,CAX,(Foreign),CANADA,MAQUET CRITICAL CARE AB,0,1,2,3,0,6
14329,189,CAX,(Foreign),CANADA,MERCATUS TECHNOLOGIES INC.,0,3,1,1,1,6
14330,189,CAX,(Foreign),CANADA,MERGE HEALTHCARE INCORPORATED,0,0,2,2,2,6
14331,189,CAX,(Foreign),CANADA,MORGAN SOLAR INC.,0,2,2,0,2,6
14332,189,CAX,(Foreign),CANADA,MOUNT SINAI HOSPITAL CORPORATION,2,1,1,0,2,6
14333,189,CAX,(Foreign),CANADA,"MTEK VISION CO., LTD.",2,2,2,0,0,6
14334,189,CAX,(Foreign),CANADA,"NINTENDO CO., LTD.",0,0,0,2,4,6
14335,189,CAX,(Foreign),CANADA,"NO NO, INC.",1,1,0,1,3,6
14336,189,CAX,(Foreign),CANADA,NOVAGEN HOLDING CORPORATION,0,4,0,2,0,6
14337,189,CAX,(Foreign),CANADA,"ODYSSEY THERA, INC.",1,3,2,0,0,6
14338,189,CAX,(Foreign),CANADA,ONCOTHYREON INC.,2,0,2,1,1,6
14339,189,CAX,(Foreign),CANADA,"ORACLE AMERICA, INC.",1,2,0,1,2,6
14340,189,CAX,(Foreign),CANADA,ORBIS CANADA LIMITED,0,1,1,2,2,6
14341,189,CAX,(Foreign),CANADA,OTTAWA HEART INSTITUTE RESEARCH CORPORATION,1,1,2,2,0,6
14342,189,CAX,(Foreign),CANADA,PANGEO SUBSEA INC.,2,0,2,2,0,6
14343,189,CAX,(Foreign),CANADA,PANION & BF BIOTECH INC.,1,0,1,1,3,6
14344,189,CAX,(Foreign),CANADA,PHARMASCIENCE INC.,0,2,1,1,2,6
14345,189,CAX,(Foreign),CANADA,"PLACER DOME TECHNICAL SERVICES, LTD.",2,1,1,1,1,6
14346,189,CAX,(Foreign),CANADA,PRAVALA INC.,0,0,0,1,5,6
14347,189,CAX,(Foreign),CANADA,PROSLIDE TECHNOLOGY INC.,1,0,2,1,2,6
14348,189,CAX,(Foreign),CANADA,QUANTA ASSOCIATES L.P.,0,1,1,3,1,6
14349,189,CAX,(Foreign),CANADA,QUEST PHARMATECH INC.,1,0,0,2,3,6
14350,189,CAX,(Foreign),CANADA,REDEKOP ENTERPRISES INC.,2,1,1,2,0,6
14351,189,CAX,(Foreign),CANADA,"REM TECHNOLOGY, INC.",0,1,2,1,2,6
14352,189,CAX,(Foreign),CANADA,RICH PRODUCTS CORPORATION,2,0,1,1,2,6
14353,189,CAX,(Foreign),CANADA,"SAINT-GOBAIN ADFORS CANADA, LTD.",0,0,2,0,4,6
14354,189,CAX,(Foreign),CANADA,SALTWORKS TECHNOLOGIES INC.,0,0,3,0,3,6
14355,189,CAX,(Foreign),CANADA,SCANIMETRICS INC.,0,1,1,2,2,6
14356,189,CAX,(Foreign),CANADA,SCP SCIENCE,1,1,0,1,3,6
14357,189,CAX,(Foreign),CANADA,"SELIG SEALING PRODUCTS, INC.",1,1,0,1,3,6
14358,189,CAX,(Foreign),CANADA,SEMTECH CANADA INC.,0,0,1,2,3,6
14359,189,CAX,(Foreign),CANADA,SENSIO TECHNOLOGIES INC.,2,0,1,1,2,6
14360,189,CAX,(Foreign),CANADA,SENSORTECHNICS GMBH,0,1,2,0,3,6
14361,189,CAX,(Foreign),CANADA,SHELL OIL COMPANY,0,1,1,1,3,6
14362,189,CAX,(Foreign),CANADA,SILICOR MATERIALS INC.,0,0,0,5,1,6
14363,189,CAX,(Foreign),CANADA,SOCIETE DE VELO EN LIBRE-SERVICE,0,1,1,4,0,6
14364,189,CAX,(Foreign),CANADA,SOPHOS LIMITED,0,1,4,0,1,6
14365,189,CAX,(Foreign),CANADA,STAMPS.COM INC.,1,2,2,1,0,6
14366,189,CAX,(Foreign),CANADA,"STRAW TRACK MFG., INC.",1,0,0,2,3,6
14367,189,CAX,(Foreign),CANADA,SUPRATEK PHARMA INC.,1,0,1,3,1,6
14368,189,CAX,(Foreign),CANADA,SWITCH MATERIALS INC.,1,0,0,3,2,6
14369,189,CAX,(Foreign),CANADA,"SYBASE, INC.",2,1,0,2,1,6
14370,189,CAX,(Foreign),CANADA,"TARO PHARMACEUTICALS NORTH AMERICA, INC.",1,0,2,3,0,6
14371,189,CAX,(Foreign),CANADA,TELECOMMUNICATIONS RESEARCH LABORATORIES,2,1,1,1,1,6
14372,189,CAX,(Foreign),CANADA,"TELEDYNE DALSA, INC.",0,0,2,1,3,6
14373,189,CAX,(Foreign),CANADA,THE JOHN P. ROBARTS RESEARCH INSTITUTE,0,0,1,2,3,6
14374,189,CAX,(Foreign),CANADA,"TI GROUP AUTOMOTIVE SYSTEMS, LLC",3,1,1,0,1,6
14375,189,CAX,(Foreign),CANADA,"TITAN MEDICAL, INC.",0,0,3,1,2,6
14376,189,CAX,(Foreign),CANADA,TOPIGEN PHARMACEUTIQUES INC.,2,1,3,0,0,6
14377,189,CAX,(Foreign),CANADA,TRAPEZE SOFTWARE INC.,1,0,0,3,2,6
14378,189,CAX,(Foreign),CANADA,URANUS INTERNATIONAL LIMITED,2,2,0,0,2,6
14379,189,CAX,(Foreign),CANADA,VECIMA NETWORKS INC.,1,0,0,2,3,6
14380,189,CAX,(Foreign),CANADA,VELCRO INDUSTRIES B.V.,2,1,0,1,2,6
14381,189,CAX,(Foreign),CANADA,VERTEX PHARMACEUTICALS (CANADA) INCORPORATED,0,1,3,1,1,6
14382,189,CAX,(Foreign),CANADA,"WINVIC SALES, INC.",0,0,0,3,3,6
14383,189,CAX,(Foreign),CANADA,ZEUGMA SYSTEMS INC.,6,0,0,0,0,6
14384,189,CAX,(Foreign),CANADA,0733660 B.C. LTD.,3,2,0,0,0,5
14385,189,CAX,(Foreign),CANADA,1149336 ONTARIO INC.,0,2,1,1,1,5
14386,189,CAX,(Foreign),CANADA,ADVANCED GLAZING TECHNOLOGIES LIMITED (AGTL),0,1,1,1,2,5
14387,189,CAX,(Foreign),CANADA,"AFFINIUM PHARMACEUTICALS, INC.",2,1,2,0,0,5
14388,189,CAX,(Foreign),CANADA,AGFA INC.,2,3,0,0,0,5
14389,189,CAX,(Foreign),CANADA,"AMERICAN DYE SOURCE, INC.",1,2,1,1,0,5
14390,189,CAX,(Foreign),CANADA,ANNIDIS HEALTH SYSTEMS CORP.,0,0,1,1,3,5
14391,189,CAX,(Foreign),CANADA,ATOMIC ENERGY OF CANADA LIMITED,1,0,1,0,3,5
