ordering_cd,st_country_cd,us_or_foreign,state_country_of_origin,assignee_name,CY_2014,CY_ALL
24,MS,(U.S.),MISSISSIPPI,"WARSAW ORTHOPEDIC, INC.",4,18
24,MS,(U.S.),MISSISSIPPI,"UNITED STATES OF AMERICA, DEPARTMENT OF AGRICULTURE",4,16
24,MS,(U.S.),MISSISSIPPI,L&P PROPERTY MANAGEMENT COMPANY,3,15
24,MS,(U.S.),MISSISSIPPI,ORECK HOLDINGS LLC,0,15
24,MS,(U.S.),MISSISSIPPI,KONINKLIJKE PHILIPS ELECTRONICS N.V.,0,14
24,MS,(U.S.),MISSISSIPPI,"UNITED STATES OF AMERICA, ARMY",2,14
24,MS,(U.S.),MISSISSIPPI,UNIVERSITY OF SOUTHERN MISSISSIPPI,2,14
24,MS,(U.S.),MISSISSIPPI,UNIVERSITY OF MISSISSIPPI,3,13
24,MS,(U.S.),MISSISSIPPI,"POWER INTEGRATIONS, INC.",3,12
24,MS,(U.S.),MISSISSIPPI,UNIVERSITY OF TENNESSEE RESEARCH FOUNDATION,1,12
24,MS,(U.S.),MISSISSIPPI,MISSISSIPPI STATE UNIVERSITY,0,11
24,MS,(U.S.),MISSISSIPPI,"CONCEPT MATRIX, LLC",0,10
24,MS,(U.S.),MISSISSIPPI,"UNITED STATES OF AMERICA, NAVY",0,10
24,MS,(U.S.),MISSISSIPPI,PARKER-HANNIFIN CORPORATION,1,9
24,MS,(U.S.),MISSISSIPPI,WEYERHAEUSER NR COMPANY,4,8
24,MS,(U.S.),MISSISSIPPI,"SS SC IP, LLC",0,7
24,MS,(U.S.),MISSISSIPPI,MISSISSIPPI STATE UNIVERSITY RESEARCH AND TECHNOLOGY CORPORATION (RTC),0,6
24,MS,(U.S.),MISSISSIPPI,"SEMISOUTH LABORATORIES, INC.",0,6
24,MS,(U.S.),MISSISSIPPI,"SMART SYNCH, INC.",0,6
24,MS,(U.S.),MISSISSIPPI,"SPINAL USA, INC.",2,6
24,MS,(U.S.),MISSISSIPPI,"AT& T INTELLECTUAL PROPERTY I, L.P.",1,5
24,MS,(U.S.),MISSISSIPPI,BAYER CROPSCIENCE AG,1,5
24,MS,(U.S.),MISSISSIPPI,HUNTER FAN COMPANY,1,5
24,MS,(U.S.),MISSISSIPPI,HYBRID PLASTICS LLP,1,5
24,MS,(U.S.),MISSISSIPPI,UNIVERSITY OF MISSISSIPPI MEDICAL CENTER,3,5
25,MO,(U.S.),MISSOURI,~INDIVIDUALLY OWNED PATENT,173,728
25,MO,(U.S.),MISSOURI,BOEING COMPANY,84,448
25,MO,(U.S.),MISSOURI,"MONSANTO TECHNOLOGY, LLC",75,311
25,MO,(U.S.),MISSOURI,SPRINT COMMUNICATIONS COMPANY L.P.,36,169
25,MO,(U.S.),MISSOURI,UNIVERSITY OF MISSOURI,25,135
25,MO,(U.S.),MISSOURI,WASHINGTON UNIVERSITY,31,130
25,MO,(U.S.),MISSOURI,EMERSON ELECTRIC CO.,21,92
25,MO,(U.S.),MISSOURI,"MALLINCKRODT, INC.",27,92
25,MO,(U.S.),MISSOURI,"AT& T INTELLECTUAL PROPERTY I, L.P.",28,84
25,MO,(U.S.),MISSOURI,"CERNER INNOVATION, INC.",18,79
25,MO,(U.S.),MISSOURI,SPRINT SPECTRUM L.P.,16,70
25,MO,(U.S.),MISSOURI,"MASTERCARD INTERNATIONAL, INC.",18,61
25,MO,(U.S.),MISSOURI,NIDEC MOTOR CORPORATION,12,54
25,MO,(U.S.),MISSOURI,ST. LOUIS UNIVERSITY,17,49
25,MO,(U.S.),MISSOURI,L&P PROPERTY MANAGEMENT COMPANY,9,44
25,MO,(U.S.),MISSOURI,TYCO HEALTHCARE GROUP LP,0,40
25,MO,(U.S.),MISSOURI,"MEMC ELECTRONIC MATERIALS, INC.",6,39
25,MO,(U.S.),MISSOURI,HUNTER ENGINEERING COMPANY,7,38
25,MO,(U.S.),MISSOURI,GENERAL ELECTRIC COMPANY,7,37
25,MO,(U.S.),MISSOURI,"STEREOTAXIS, INC.",3,36
25,MO,(U.S.),MISSOURI,CENTURYLINK INTELLECTUAL PROPERTY LLC,14,35
25,MO,(U.S.),MISSOURI,"BREWER SCIENCE, INC.",10,34
25,MO,(U.S.),MISSOURI,COVIDIEN LP,16,34
25,MO,(U.S.),MISSOURI,COVIDIEN AG,1,31
25,MO,(U.S.),MISSOURI,HUSSMANN CORPORATION,9,30
25,MO,(U.S.),MISSOURI,AMERICAN POWER CONVERSION CORPORATION,0,29
25,MO,(U.S.),MISSOURI,"NESTEC, S.A.",14,29
25,MO,(U.S.),MISSOURI,"INVENTION SCIENCE FUND I, LLC",9,28
25,MO,(U.S.),MISSOURI,EMBARQ HOLDINGS COMPANY LLC,0,25
25,MO,(U.S.),MISSOURI,"PIONEER HI-BRED INTERNATIONAL, INC.",14,25
25,MO,(U.S.),MISSOURI,"EXPRESS SCRIPTS, INC",14,24
25,MO,(U.S.),MISSOURI,"BATTENFELD TECHNOLOGIES, INC.",2,23
25,MO,(U.S.),MISSOURI,KOPLAR INTERACTIVE SYSTEMS INTERNATIONAL LLC,6,23
25,MO,(U.S.),MISSOURI,"LASER BAND, LLC",3,22
25,MO,(U.S.),MISSOURI,WATLOW ELECTRIC MANUFACTURING COMPANY,4,20
25,MO,(U.S.),MISSOURI,"THE CRAWFORD GROUP, INC.",4,18
25,MO,(U.S.),MISSOURI,COOPER TECHNOLOGIES COMPANY,5,16
25,MO,(U.S.),MISSOURI,BASF CORPORATION,3,15
25,MO,(U.S.),MISSOURI,"BAUSCH & LOMB, INC.",2,15
25,MO,(U.S.),MISSOURI,"MEADWESTVACO CALMAR, INC.",3,15
25,MO,(U.S.),MISSOURI,DAYCO PRODUCTS LLC,0,14
25,MO,(U.S.),MISSOURI,"IP RESERVOIR, LLC",10,14
25,MO,(U.S.),MISSOURI,THE PATENT STORE LLC,1,14
25,MO,(U.S.),MISSOURI,BANK OF AMERICA CORPORATION,4,13
25,MO,(U.S.),MISSOURI,"DRS SUSTAINMENT SYSTEMS, INC.",1,13
25,MO,(U.S.),MISSOURI,EXEGY INCORPORATED,0,13
25,MO,(U.S.),MISSOURI,HALLMARK CARDS INCORPORATED,5,13
25,MO,(U.S.),MISSOURI,"STAMINA PRODUCTS, INC.",2,13
25,MO,(U.S.),MISSOURI,INTERNATIONAL BUSINESS MACHINES CORPORATION,2,12
25,MO,(U.S.),MISSOURI,PFIZER INC.,0,12
25,MO,(U.S.),MISSOURI,SCHNEIDER ELECTRIC IT CORPORATION,3,12
25,MO,(U.S.),MISSOURI,"DIVERGENCE, INC.",0,11
25,MO,(U.S.),MISSOURI,"EAGLE-PICHER TECHNOLOGIES, LLC",5,11
25,MO,(U.S.),MISSOURI,"CRANE MERCHANDISING SYSTEMS, INC.",0,10
25,MO,(U.S.),MISSOURI,HALDEX BRAKE CORPORATION,3,10
25,MO,(U.S.),MISSOURI,HUBBELL INCORPORATED,6,10
25,MO,(U.S.),MISSOURI,"HUHTAMAKI, INC.",2,10
25,MO,(U.S.),MISSOURI,ILLINOIS TOOL WORKS INC.,2,10
25,MO,(U.S.),MISSOURI,MEMC SINGAPORE PTE LTD.,3,10
25,MO,(U.S.),MISSOURI,"NOVUS INTERNATIONAL, INC.",4,10
25,MO,(U.S.),MISSOURI,"RF CONTROLS, LLC",3,10
25,MO,(U.S.),MISSOURI,22 EVOLUTION LLC,3,9
25,MO,(U.S.),MISSOURI,"BIOMERIEUX, INC.",6,9
25,MO,(U.S.),MISSOURI,"COIN ACCEPTORS, INC.",4,9
25,MO,(U.S.),MISSOURI,"ENVIRONMENTAL DYNAMICS INTERNATIONAL, INC.",1,9
25,MO,(U.S.),MISSOURI,FEDERAL HOME LOAN MORTGAGE CORP.,0,9
25,MO,(U.S.),MISSOURI,FIKE CORPORATION,1,9
25,MO,(U.S.),MISSOURI,"TAMKO BUILDING PRODUCTS, INC.",0,9
25,MO,(U.S.),MISSOURI,ZEAVISION LLC,3,9
25,MO,(U.S.),MISSOURI,"ACLARA POWER-LINE SYSTEMS, INC.",1,8
25,MO,(U.S.),MISSOURI,"APPLE, INC.",6,8
25,MO,(U.S.),MISSOURI,BOSTON SCIENTIFIC NEUROMODULATION CORPORATION,0,8
25,MO,(U.S.),MISSOURI,CCP COMPOSITES US LLC,4,8
25,MO,(U.S.),MISSOURI,"DURA GLOBAL TECHNOLOGIES, INC.",0,8
25,MO,(U.S.),MISSOURI,"EMERSON CLIMATE TECHNOLOGIES, INC.",1,8
25,MO,(U.S.),MISSOURI,"FEDERAL-MOGUL WORLD WIDE, INC.",1,8
25,MO,(U.S.),MISSOURI,"HEALTH OUTCOMES SCIENCES, LLC",2,8
25,MO,(U.S.),MISSOURI,HUSKY CORPORATION,1,8
25,MO,(U.S.),MISSOURI,ORION GENOMICS LLC,0,8
25,MO,(U.S.),MISSOURI,"SIOUX CHIEF MANUFACTURING COMPANY, INC.",0,8
25,MO,(U.S.),MISSOURI,UNIVERSAL RESEARCH SOLUTIONS LLC,5,8
25,MO,(U.S.),MISSOURI,"ADKNOWLEDGE, INC.",4,7
25,MO,(U.S.),MISSOURI,"AMERICAN AIR LIQUIDE, INC.",1,7
25,MO,(U.S.),MISSOURI,"ANGSTROM MANUFACTURING, INC.",3,7
25,MO,(U.S.),MISSOURI,"BULK TANK, INC.",3,7
25,MO,(U.S.),MISSOURI,"CODE 3, INC.",1,7
25,MO,(U.S.),MISSOURI,E. I. DU PONT DE NEMOURS AND COMPANY,1,7
25,MO,(U.S.),MISSOURI,HONEYWELL INTERNATIONAL INC.,2,7
25,MO,(U.S.),MISSOURI,INNOVAPREP LLC,4,7
25,MO,(U.S.),MISSOURI,"KINGSDOWN, INC.",4,7
25,MO,(U.S.),MISSOURI,LAIRD TECHNOLOGIES INC.,2,7
25,MO,(U.S.),MISSOURI,"MECS, INC.",3,7
25,MO,(U.S.),MISSOURI,MERCY MEDICAL RESEARCH INSTITUTE,4,7
25,MO,(U.S.),MISSOURI,"NORDYNE, INC.",3,7
25,MO,(U.S.),MISSOURI,"SCOTTRADE, INC.",2,7
25,MO,(U.S.),MISSOURI,"SYNERGETICS, INC.",1,7
25,MO,(U.S.),MISSOURI,TELLABS OPERATIONS INC.,2,7
25,MO,(U.S.),MISSOURI,"ZIMMER, INC.",4,7
25,MO,(U.S.),MISSOURI,AMERICAN STERILIZER COMPANY,1,6
25,MO,(U.S.),MISSOURI,"AMSTED RAIL COMPANY, INC.",2,6
25,MO,(U.S.),MISSOURI,"BHA GROUP HOLDINGS, INC.",0,6
25,MO,(U.S.),MISSOURI,"BOSTON SCIENTIFIC SCIMED, INC.",1,6
25,MO,(U.S.),MISSOURI,"BRAINSCOPE COMPANY, INC.",1,6
25,MO,(U.S.),MISSOURI,CATERPILLAR INC.,4,6
25,MO,(U.S.),MISSOURI,"COOKGAS, L.L.C.",2,6
25,MO,(U.S.),MISSOURI,"CYDEX PHARMACEUTICALS, INC.",3,6
25,MO,(U.S.),MISSOURI,DONALD DANFORTH PLANT SCIENCE CENTER,0,6
25,MO,(U.S.),MISSOURI,DUKE MANUFACTURING CO.,3,6
25,MO,(U.S.),MISSOURI,HANDI-CRAFT COMPANY,1,6
25,MO,(U.S.),MISSOURI,HERZOG CONTRACTING CORPORATION,0,6
25,MO,(U.S.),MISSOURI,INA ACQUISITION CORP.,0,6
25,MO,(U.S.),MISSOURI,LINCOLN INDUSTRIAL CORPORATION,2,6
25,MO,(U.S.),MISSOURI,"LOGITECH INTERNATIONAL, S.A.",0,6
25,MO,(U.S.),MISSOURI,"MEDIBEACON, LLC",5,6
25,MO,(U.S.),MISSOURI,MICROSOFT CORPORATION,0,6
25,MO,(U.S.),MISSOURI,"NEWCO ENTERPRISES, INC.",0,6
25,MO,(U.S.),MISSOURI,"OUELLETTE MACHINERY SYSTEMS, INC.",1,6
25,MO,(U.S.),MISSOURI,PROGRESS RAIL SERVICES CORPORATION,2,6
25,MO,(U.S.),MISSOURI,"PROTEON THERAPEUTICS, INC.",0,6
25,MO,(U.S.),MISSOURI,"S. C. JOHNSON + SON, INC.",0,6
25,MO,(U.S.),MISSOURI,SIGMA-ALDRICH CO. LLC,2,6
25,MO,(U.S.),MISSOURI,SIGMA-ALDRICH COMPANY,0,6
25,MO,(U.S.),MISSOURI,"ALCOTEK, INC.",2,5
25,MO,(U.S.),MISSOURI,"AMERICAN RAILCAR INDUSTRIES, INC.",0,5
25,MO,(U.S.),MISSOURI,"ANTENNAS DIRECT, INC.",2,5
25,MO,(U.S.),MISSOURI,ARTHREX INC.,0,5
25,MO,(U.S.),MISSOURI,"AT& T INTELLECTUAL PROPERTY II, L.P.",0,5
25,MO,(U.S.),MISSOURI,BAYER CROPSCIENCE LP,2,5
25,MO,(U.S.),MISSOURI,"BOEHRINGER INGELHEIM VETMEDICA, INC.",5,5
25,MO,(U.S.),MISSOURI,"BROWN SHOE COMPANY, INC.",1,5
25,MO,(U.S.),MISSOURI,CERNIUM CORPORATION,0,5
25,MO,(U.S.),MISSOURI,"CLEARWIRE IP HOLDINGS, LLC",0,5
25,MO,(U.S.),MISSOURI,"DRY BASEMENT, INC.",3,5
25,MO,(U.S.),MISSOURI,"DURA OPERATING, LLC",1,5
25,MO,(U.S.),MISSOURI,EXPRESS CARD & LABEL CO.,0,5
25,MO,(U.S.),MISSOURI,"FISHER-ROSEMOUNT SYSTEMS, INC.",0,5
25,MO,(U.S.),MISSOURI,"GALERA THERAPEUTICS, LLC",1,5
25,MO,(U.S.),MISSOURI,"HERZOG SERVICES, INC.",1,5
25,MO,(U.S.),MISSOURI,"LDM GROUP, LLC",2,5
25,MO,(U.S.),MISSOURI,"LUMIMOVE, INC.",0,5
25,MO,(U.S.),MISSOURI,"NEXTEL COMMUNICATIONS, INC.",0,5
25,MO,(U.S.),MISSOURI,NVIDIA CORPORATION,0,5
25,MO,(U.S.),MISSOURI,"PERFECT SYSTEMS, LLC",0,5
25,MO,(U.S.),MISSOURI,"R & D TOOL AND ENGINEERING, INC.",1,5
25,MO,(U.S.),MISSOURI,"RAWLINGS SPORTING GOODS COMPANY, INC.",0,5
25,MO,(U.S.),MISSOURI,"SECO MANUFACTURING CO., INC.",0,5
25,MO,(U.S.),MISSOURI,"SINGULEX, INC.",2,5
25,MO,(U.S.),MISSOURI,"SOLAE, LLC",2,5
25,MO,(U.S.),MISSOURI,SUNEDISON SEMICONDUCTOR LIMITED,5,5
25,MO,(U.S.),MISSOURI,TURSIOP TECHNOLOGIES LLC,0,5
26,MT,(U.S.),MONTANA,~INDIVIDUALLY OWNED PATENT,34,170
26,MT,(U.S.),MONTANA,INTERNATIONAL GAME TECHNOLOGY (IGT),7,37
26,MT,(U.S.),MONTANA,"APPLIED MATERIALS, INC.",3,17
26,MT,(U.S.),MONTANA,MONTANA STATE UNIVERSITY,2,16
26,MT,(U.S.),MONTANA,ALLIANT TECHSYSTEMS INC.,3,12
26,MT,(U.S.),MONTANA,"SEMITOOL, INC.",0,12
26,MT,(U.S.),MONTANA,FOUNTAINHEAD CORPORATION,0,11
26,MT,(U.S.),MONTANA,UNIVERSITY OF MONTANA,3,7
26,MT,(U.S.),MONTANA,"MONSANTO TECHNOLOGY, LLC",2,6
26,MT,(U.S.),MONTANA,"MYSTERY RANCH, LTD.",0,6
26,MT,(U.S.),MONTANA,BEAR ARCHERY INC.,0,5
26,MT,(U.S.),MONTANA,SWAN VALLEY MEDICAL INCORPORATED,0,5
27,NE,(U.S.),NEBRASKA,~INDIVIDUALLY OWNED PATENT,62,303
27,NE,(U.S.),NEBRASKA,WEST CORPORATION,47,128
27,NE,(U.S.),NEBRASKA,"UNIVERSITY OF NEBRASKA, THE BOARD OF REGENTS OF",14,61
27,NE,(U.S.),NEBRASKA,"MONSANTO TECHNOLOGY, LLC",20,53
27,NE,(U.S.),NEBRASKA,J. A. WOOLLAM CO. INC.,6,47
27,NE,(U.S.),NEBRASKA,"PIONEER HI-BRED INTERNATIONAL, INC.",12,44
27,NE,(U.S.),NEBRASKA,FIRST DATA CORPORATION,9,38
27,NE,(U.S.),NEBRASKA,"BALDWIN FILTERS, INC.",6,33
27,NE,(U.S.),NEBRASKA,"LI-COR, INC.",6,28
27,NE,(U.S.),NEBRASKA,LINDSAY CORPORATION,13,21
27,NE,(U.S.),NEBRASKA,"HEWLETT-PACKARD DEVELOPMENT COMPANY, L.P.",4,19
27,NE,(U.S.),NEBRASKA,CREIGHTON UNIVERSITY,6,18
27,NE,(U.S.),NEBRASKA,E. I. DU PONT DE NEMOURS AND COMPANY,2,18
27,NE,(U.S.),NEBRASKA,NUTECH VENTURES,5,17
27,NE,(U.S.),NEBRASKA,"EXMARK MANUFACTURING COMPANY, INCORPORATED",2,15
27,NE,(U.S.),NEBRASKA,"CONAGRA FOODS RDM, INC.",3,13
27,NE,(U.S.),NEBRASKA,ELEMENTAL SCIENTIFIC INC.,4,13
27,NE,(U.S.),NEBRASKA,KAWASAKI JUKOGYO KABUSHIKI KAISHA,2,13
27,NE,(U.S.),NEBRASKA,AUTOMATIC EQUIPMENT MFG. CO.,2,12
27,NE,(U.S.),NEBRASKA,SYNGENTA PARTICIPATIONS AG,7,12
27,NE,(U.S.),NEBRASKA,"VISHAY DALE ELECTRONICS, INC.",4,11
27,NE,(U.S.),NEBRASKA,"ADC TELECOMMUNICATIONS, INC.",3,10
27,NE,(U.S.),NEBRASKA,"CONAGRA FOODS FOOD INGREDIENTS COMPANY, INC.",0,9
27,NE,(U.S.),NEBRASKA,"PACIFIC BIOSCIENCES OF CALIFORNIA, INC.",0,9
27,NE,(U.S.),NEBRASKA,"VEYANCE TECHNOLOGIES, INC.",1,9
27,NE,(U.S.),NEBRASKA,"DATASCOUT, INC.",0,8
27,NE,(U.S.),NEBRASKA,INTERNATIONAL BUSINESS MACHINES CORPORATION,3,8
27,NE,(U.S.),NEBRASKA,NUCOR CORPORATION,2,8
27,NE,(U.S.),NEBRASKA,"CARGILL, INC.",3,7
27,NE,(U.S.),NEBRASKA,"CLEAR CHANNEL MANAGEMENT SERVICES, INC.",4,7
27,NE,(U.S.),NEBRASKA,"AGRIGENETICS, INC.",4,6
27,NE,(U.S.),NEBRASKA,"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.",0,6
27,NE,(U.S.),NEBRASKA,CABELA'S INC.,2,6
27,NE,(U.S.),NEBRASKA,"COMMSCOPE, INC. OF NORTH CAROLINA",2,6
27,NE,(U.S.),NEBRASKA,"CUSTOM SPINE, INC.",3,6
27,NE,(U.S.),NEBRASKA,"KAMTERTER PRODUCTS, LLC",1,6
27,NE,(U.S.),NEBRASKA,"STRECK, INC.",1,6
27,NE,(U.S.),NEBRASKA,"TELEDYNE INSTRUMENTS, INC.",2,6
27,NE,(U.S.),NEBRASKA,TUXIS TECHNOLOGIES LLC,6,6
27,NE,(U.S.),NEBRASKA,"COMC, LLC",1,5
27,NE,(U.S.),NEBRASKA,"DATA SECURITY, INC.",1,5
27,NE,(U.S.),NEBRASKA,"SPINEX TEC, LLC",2,5
27,NE,(U.S.),NEBRASKA,"TD AMERITRADE IP COMPANY, INC.",0,5
27,NE,(U.S.),NEBRASKA,"TRUXEDO, INC.",1,5
28,NV,(U.S.),NEVADA,INTERNATIONAL GAME TECHNOLOGY (IGT),182,930
28,NV,(U.S.),NEVADA,~INDIVIDUALLY OWNED PATENT,181,724
28,NV,(U.S.),NEVADA,"BALLY GAMING, INC.",62,258
28,NV,(U.S.),NEVADA,"WMS GAMING, INC.",22,90
28,NV,(U.S.),NEVADA,GENERAL ELECTRIC COMPANY,31,88
28,NV,(U.S.),NEVADA,INTERNATIONAL BUSINESS MACHINES CORPORATION,8,55
28,NV,(U.S.),NEVADA,UNIVERSITY OF NEVADA,9,49
28,NV,(U.S.),NEVADA,"SHUFFLE MASTER, INC.",0,35
28,NV,(U.S.),NEVADA,ARISTOCRAT TECHNOLOGIES AUSTRALIA PTY LTD.,10,34
28,NV,(U.S.),NEVADA,"KONAMI GAMING, INC.",10,26
28,NV,(U.S.),NEVADA,"SHFL ENTERTAINMENT, INC.",8,26
28,NV,(U.S.),NEVADA,"SERVER TECHNOLOGY, INC.",1,25
28,NV,(U.S.),NEVADA,HEALTHTRIO LLC,4,22
28,NV,(U.S.),NEVADA,"RED.COM, INC.",6,17
28,NV,(U.S.),NEVADA,ROCKY RESEARCH,0,16
28,NV,(U.S.),NEVADA,"ARISTOCRAT TECHNOLOGIES, INC.",3,14
28,NV,(U.S.),NEVADA,"LEAP FORWARD GAMING, INC.",5,14
28,NV,(U.S.),NEVADA,DOCKON AG,5,13
28,NV,(U.S.),NEVADA,MARATHON OIL CANADA CORPORATION,2,13
28,NV,(U.S.),NEVADA,EBARA INTERNATIONAL CORPORATION,4,12
28,NV,(U.S.),NEVADA,"TRANSTECTOR SYSTEMS, INC.",3,12
28,NV,(U.S.),NEVADA,DESERT RESEARCH INSTITUTE,1,11
28,NV,(U.S.),NEVADA,"AIRDEX INTERNATIONAL, INC.",2,10
28,NV,(U.S.),NEVADA,ERNEST MOODY REVOCABLE TRUST,3,10
28,NV,(U.S.),NEVADA,"QUARKSTAR, LLC",0,10
28,NV,(U.S.),NEVADA,"GRAA INNOVATIONS, LLC",2,9
28,NV,(U.S.),NEVADA,"RADIX HOLDINGS, LLC",4,9
28,NV,(U.S.),NEVADA,AERION CORPORATION,1,8
28,NV,(U.S.),NEVADA,BOARD OF REGENTS OF THE NEVADA SYSTEM OF HIGHER EDUCATION,0,8
28,NV,(U.S.),NEVADA,"COLE KEPRO INTERNATIONAL, LLC",0,8
28,NV,(U.S.),NEVADA,"EDGE MEDICAL PROPERTIES, LLC",5,8
28,NV,(U.S.),NEVADA,"GLOBAL ALERT NETWORK, INC.",0,8
28,NV,(U.S.),NEVADA,PATENT INVESTMENT &  LICENSING COMPANY,3,8
28,NV,(U.S.),NEVADA,"PATENTED MEDICAL SOLUTIONS, LLC",5,8
28,NV,(U.S.),NEVADA,TITANIUM METALS CORPORATION,1,8
28,NV,(U.S.),NEVADA,"BALLY GAMING INTERNATIONAL, INC.",0,7
28,NV,(U.S.),NEVADA,"BLACKEYE OPTICS, LLC.",4,7
28,NV,(U.S.),NEVADA,"PROTIA, LLC",0,7
28,NV,(U.S.),NEVADA,"TEN MEDIA, LLC",4,7
28,NV,(U.S.),NEVADA,"TRI STATE DISTRIBUTION, INC.",3,7
28,NV,(U.S.),NEVADA,"VALENCE TECHNOLOGY, INC.",0,7
28,NV,(U.S.),NEVADA,"BIGELOW AEROSPACE DIVISION, LLC",0,6
28,NV,(U.S.),NEVADA,"GAMING ENHANCEMENTS, INC.",1,6
28,NV,(U.S.),NEVADA,"NEXRF, CORP.",2,6
28,NV,(U.S.),NEVADA,"PHYSICAL SYSTEMS, INC.",0,6
28,NV,(U.S.),NEVADA,SHIFT4 CORPORATION,2,6
28,NV,(U.S.),NEVADA,"VARIAN MEDICAL SYSTEMS, INC.",2,6
28,NV,(U.S.),NEVADA,BROADCOM CORPORATION,1,5
28,NV,(U.S.),NEVADA,"DEUTERX, LLC",4,5
28,NV,(U.S.),NEVADA,ECO ELECTRICAL SYSTEMS,2,5
28,NV,(U.S.),NEVADA,EMPIRE TECHNOLOGY DEVELOPMENT LLC,4,5
28,NV,(U.S.),NEVADA,"FORTUNET, INC.",0,5
30,NJ,(U.S.),NEW JERSEY,"PULSETOR, LLC.",0,5
28,NV,(U.S.),NEVADA,"IMPACT SPORTS TECHNOLOGIES, INC.",2,5
28,NV,(U.S.),NEVADA,"INTEGRATED TECHNOLOGICAL SYSTEMS, INC.",0,5
28,NV,(U.S.),NEVADA,"JRC HOLDINGS, LLC",5,5
28,NV,(U.S.),NEVADA,"M.E.P. CAD, INC.",2,5
28,NV,(U.S.),NEVADA,"PINYON TECHNOLOGIES, INC.",1,5
28,NV,(U.S.),NEVADA,SBYKE USA LLC,1,5
28,NV,(U.S.),NEVADA,"SKINVISIBLE PHARMACEUTICALS, INC.",1,5
28,NV,(U.S.),NEVADA,TELESECURITY SCIENCES INC.,2,5
28,NV,(U.S.),NEVADA,"TIPPING POINT GROUP, LLC",3,5
28,NV,(U.S.),NEVADA,TYCO VALVES &  CONTROLS LP,0,5
29,NH,(U.S.),NEW HAMPSHIRE,~INDIVIDUALLY OWNED PATENT,81,374
29,NH,(U.S.),NEW HAMPSHIRE,"BAE SYSTEMS INFORMATION AND ELECTRONIC SYSTEMS INTEGRATION, INC.",42,168
29,NH,(U.S.),NEW HAMPSHIRE,DEKA PRODUCTS LIMITED PARTNERSHIP,43,152
29,NH,(U.S.),NEW HAMPSHIRE,DARTMOUTH COLLEGE,22,97
29,NH,(U.S.),NEW HAMPSHIRE,ORACLE INTERNATIONAL CORPORATION,17,94
29,NH,(U.S.),NEW HAMPSHIRE,"GOSS INTERNATIONAL AMERICAS, INC.",13,92
29,NH,(U.S.),NEW HAMPSHIRE,"CISCO TECHNOLOGY, INC.",15,76
29,NH,(U.S.),NEW HAMPSHIRE,"ALLEGRO MICROSYSTEMS, INC.",23,66
29,NH,(U.S.),NEW HAMPSHIRE,INTERNATIONAL BUSINESS MACHINES CORPORATION,14,50
29,NH,(U.S.),NEW HAMPSHIRE,"HYPERTHERM, INC.",15,48
29,NH,(U.S.),NEW HAMPSHIRE,OSRAM SYLVANIA INC.,14,46
29,NH,(U.S.),NEW HAMPSHIRE,AMPHENOL CORPORATION,8,44
29,NH,(U.S.),NEW HAMPSHIRE,VELCRO INDUSTRIES B.V.,8,39
29,NH,(U.S.),NEW HAMPSHIRE,"FUJIFILM DIMATIX, INC.",5,31
29,NH,(U.S.),NEW HAMPSHIRE,HUBBELL INCORPORATED,6,31
29,NH,(U.S.),NEW HAMPSHIRE,GENERAL ELECTRIC COMPANY,6,30
29,NH,(U.S.),NEW HAMPSHIRE,"RED HAT, INC.",6,30
29,NH,(U.S.),NEW HAMPSHIRE,"BOSTON SCIENTIFIC SCIMED, INC.",4,29
29,NH,(U.S.),NEW HAMPSHIRE,IROBOT CORPORATION,10,29
29,NH,(U.S.),NEW HAMPSHIRE,EMC CORPORATION,9,27
29,NH,(U.S.),NEW HAMPSHIRE,"VEVEO, INC.",1,27
29,NH,(U.S.),NEW HAMPSHIRE,3M INNOVATIVE PROPERTIES COMPANY,2,26
29,NH,(U.S.),NEW HAMPSHIRE,"HEWLETT-PACKARD DEVELOPMENT COMPANY, L.P.",2,26
29,NH,(U.S.),NEW HAMPSHIRE,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,5,25
29,NH,(U.S.),NEW HAMPSHIRE,"TEXAS INSTRUMENTS, INCORPORATED",8,25
29,NH,(U.S.),NEW HAMPSHIRE,"ANALOG DEVICES, INC.",7,23
29,NH,(U.S.),NEW HAMPSHIRE,CUFER ASSET LTD. L.L.C.,2,23
29,NH,(U.S.),NEW HAMPSHIRE,"ORACLE AMERICA, INC.",4,22
29,NH,(U.S.),NEW HAMPSHIRE,"GLYCOFI, INC.",5,21
29,NH,(U.S.),NEW HAMPSHIRE,"CONTOUR SEMICONDUCTOR, INC.",3,20
29,NH,(U.S.),NEW HAMPSHIRE,AVAYA INC.,4,19
29,NH,(U.S.),NEW HAMPSHIRE,BROOKS AUTOMATION INC.,6,19
29,NH,(U.S.),NEW HAMPSHIRE,FUJIFILM CORPORATION,5,19
29,NH,(U.S.),NEW HAMPSHIRE,UNIVERSITY OF NEW HAMPSHIRE,4,19
29,NH,(U.S.),NEW HAMPSHIRE,ATRIUM MEDICAL CORPORATION,6,18
29,NH,(U.S.),NEW HAMPSHIRE,"L& L ENGINEERING, LLC",2,18
29,NH,(U.S.),NEW HAMPSHIRE,RAYTHEON COMPANY,7,18
29,NH,(U.S.),NEW HAMPSHIRE,"SMITHS MEDICAL ASD, INC.",5,18
